Names,profession,job_length,state,homeownership,annual_income,monthly_wage,debt_to_income,total_credit_limit,total_credit_utilized,loan_purpose,loan_amount,term,interest_rate,installment,total_payment,ten_of monthly,spent_strategy,issue_date,payoff_date
Steve Mullins,orderfiller ,2,AL,RENT,"32,000","2,667",4.5,13700,10116.00,other,10000,60,13.59,231,16795,23,1380,1/1/2018,1/1/2023
Scott Ruiz,accounting clerk,5,PA,MORTGAGE,"48,712","4,059",4.48,188403,56090.00,debt_consolidation,30000,60,28.72,947,73080,95,5700,3/1/2018,3/1/2023
Jason Freeman,sr network engineer,10,CA,MORTGAGE,"78,000","6,500",4.48,480400,7938.00,credit_card,6000,36,6.08,183,7094,18,648,2/1/2018,2/1/2021
Brian Riddle,senior logistics analyst,1,VA,RENT,"91,000","7,583",4.48,23100,10498.00,other,2200,36,11.99,73,2991,7,252,2/1/2018,2/1/2021
Amy Hodges,public health sanitarian ii,10,NY,RENT,"80,000","6,667",4.47,66900,4141.00,house,19200,36,6.08,585,22702,58,2088,1/1/2018,1/1/2021
Debra Palmer,system analyst ,1,CT,RENT,"100,000","8,333",4.47,22500,11645.00,credit_card,20000,36,10.41,649,26246,65,2340,3/1/2018,3/1/2021
Manuel Wright,assistant general counsel,2,TX,RENT,"130,000","10,833",4.46,84574,36833.00,debt_consolidation,3000,36,6.72,92,3605,9,324,2/1/2018,2/1/2021
James Holder,general manager,10,NY,RENT,"210,000","17,500",4.46,1240500,53341.00,credit_card,40000,60,16.02,973,72040,97,5820,2/1/2018,2/1/2023
Daniel Cooley,legal assistant ,0,IL,MORTGAGE,"33,996","2,833",4.45,8300,3634.00,debt_consolidation,8300,36,14.07,284,11803,28,1008,2/1/2018,2/1/2021
Carlos Anderson,owner,10,AL,MORTGAGE,"85,000","7,083",4.44,251690,14125.00,moving,10000,60,9.93,212,14965,21,1260,2/1/2018,2/1/2023
Karen Powell,captain,10,NY,MORTGAGE,"155,000","12,917",4.44,283131,16576.00,major_purchase,40000,60,9.44,839,58880,84,5040,2/1/2018,2/1/2023
Robert Spears,technician,10,CA,RENT,"96,000","8,000",4.43,70893,33322.00,debt_consolidation,11000,36,6.08,335,13006,34,1224,2/1/2018,2/1/2021
Jeremiah Johnson,driver,2,ID,MORTGAGE,"180,000","15,000",4.43,49562,32771.00,debt_consolidation,35000,60,14.07,816,59623,82,4920,3/1/2018,3/1/2023
Aaron Dunn,sales ,7,CT,MORTGAGE,"250,000","20,833",4.43,290100,40880.00,home_improvement,40000,36,6.07,"1,218",47284,122,4392,3/1/2018,3/1/2021
Robert Farmer,oven operator ,10,FL,MORTGAGE,"60,000","5,000",4.42,16400,6009.00,debt_consolidation,18000,36,10.42,584,23627,58,2088,1/1/2018,1/1/2021
Sally Ramos,of counsel,10,CA,MORTGAGE,"315,000","26,250",4.41,726766,34794.00,home_improvement,40000,36,10.9,"1,308",53080,131,4716,3/1/2018,3/1/2021
Bryan Murphy,manager data analytics,4,CA,RENT,"150,000","12,500",4.41,140837,35718.00,debt_consolidation,6400,36,6.08,195,7567,19,684,1/1/2018,1/1/2021
Daniel Petersen,teacher,10,AZ,RENT,"72,000","6,000",4.4,21542,7341.00,debt_consolidation,3000,36,7.34,93,3661,9,324,3/1/2018,3/1/2021
Albert Berry,reciever,0,MA,RENT,"24,000","2,000",4.4,16750,11564.00,moving,6025,36,10.9,197,7995,20,720,3/1/2018,3/1/2021
Vanessa Caldwell,,,NY,OWN,"41,280","3,440",4.39,4800,3834.00,debt_consolidation,25000,36,16.01,879,37008,88,3168,3/1/2018,3/1/2021
Cynthia West,construction manager,8,NC,MORTGAGE,"125,000","10,417",4.39,332065,45517.00,other,16000,36,6.07,487,18914,49,1764,3/1/2018,3/1/2021
Sarah Walters,registered nurse,3,CA,MORTGAGE,"100,000","8,333",4.38,237259,11796.00,home_improvement,20000,60,16.01,486,36010,49,2940,2/1/2018,2/1/2023
John Brooks,manager,8,CA,RENT,"154,000","12,833",4.38,64412,17823.00,home_improvement,19500,36,6.71,600,23425,60,2160,3/1/2018,3/1/2021
Allen Carney,supervisor,3,MD,RENT,"25,500","2,125",4.38,11900,2121.00,credit_card,9000,36,7.97,282,11152,28,1008,2/1/2018,2/1/2021
Yolanda Wright,transportation manage,3,FL,MORTGAGE,"50,000","4,167",4.37,349329,5245.00,debt_consolidation,10000,36,6.08,305,11824,30,1080,2/1/2018,2/1/2021
Nathan Stevens,owner,10,FL,RENT,"34,600","2,883",4.37,59800,11723.00,debt_consolidation,7000,36,5.32,211,8117,21,756,1/1/2018,1/1/2021
Richard Perez,owner ,10,CA,OWN,"160,000","13,333",4.36,30552,17345.00,other,35000,36,15.05,"1,214",50803,121,4356,1/1/2018,1/1/2021
Thomas Diaz,management,10,DC,MORTGAGE,"152,000","12,667",4.36,560826,17408.00,debt_consolidation,40000,60,7.34,798,54680,80,4800,3/1/2018,3/1/2023
Bobby Mclean,drywall taper ,0,CA,RENT,"95,000","7,917",4.35,17357,6605.00,major_purchase,4000,36,6.72,123,4806,12,432,2/1/2018,2/1/2021
Denise Fleming,sales,10,NY,RENT,"51,000","4,250",4.35,5700,4239.00,debt_consolidation,30000,36,13.58,"1,019",42222,102,3672,3/1/2018,3/1/2021
David Wright,teacher,3,CA,RENT,"172,000","14,333",4.35,57023,27040.00,debt_consolidation,15000,60,20,397,30000,40,2400,1/1/2018,1/1/2023
Karen Gonzalez,ux development manager,5,MI,MORTGAGE,"90,000","7,500",4.33,184677,19237.00,debt_consolidation,15000,60,9.92,318,22440,32,1920,3/1/2018,3/1/2023
Richard Barron,software engineer,6,FL,MORTGAGE,"120,000","10,000",4.32,301100,20814.00,major_purchase,40000,60,15.04,952,70080,95,5700,2/1/2018,2/1/2023
Jacob Hill,administrative assistant,10,NY,RENT,"50,000","4,167",4.32,4600,1899.00,debt_consolidation,4000,36,9.44,128,5133,13,468,2/1/2018,2/1/2021
William Dickerson,plant operator,2,NY,MORTGAGE,"40,000","3,333",4.32,11600,5618.00,other,10775,60,13.59,248,18097,25,1500,1/1/2018,1/1/2023
Sara Coleman,data network consultant,10,MO,MORTGAGE,"125,000","10,417",4.31,233748,24914.00,debt_consolidation,25000,60,10.41,536,38013,54,3240,3/1/2018,3/1/2023
Elizabeth Franco,wood work and painting,10,VA,RENT,"42,000","3,500",4.31,36000,6880.00,debt_consolidation,21000,36,7.34,652,25624,65,2340,3/1/2018,3/1/2021
Natasha Reyes,"director, food and nutrition",10,NY,RENT,"85,000","7,083",4.31,13300,9192.00,other,21000,36,20,780,33600,78,2808,1/1/2018,1/1/2021
Michael Maxwell,programmer analyst,7,TX,MORTGAGE,"100,000","8,333",4.31,552650,12708.00,home_improvement,32000,36,6.72,984,38451,98,3528,1/1/2018,1/1/2021
Terri Delacruz,owner,10,CA,MORTGAGE,"120,000","10,000",4.3,337987,5720.00,small_business,16000,60,12.61,361,26088,36,2160,3/1/2018,3/1/2023
Amanda Watson,social worker ,4,AL,RENT,"36,000","3,000",4.3,13500,5112.00,debt_consolidation,4000,36,7.34,124,4881,12,432,3/1/2018,3/1/2021
Lisa Scott,,,NY,RENT,"45,576","3,798",4.29,19200,6773.00,debt_consolidation,20000,36,10.9,654,26540,65,2340,3/1/2018,3/1/2021
Lauren Jenkins,project manager,10,KY,MORTGAGE,"65,000","5,417",4.28,164664,54820.00,debt_consolidation,4000,36,6.72,123,4806,12,432,1/1/2018,1/1/2021
Tiffany Blackwell,staff,0,NJ,RENT,"30,000","2,500",4.28,11100,3392.00,other,1200,36,13.58,41,1689,4,144,2/1/2018,2/1/2021
James Daniels,developmental specialist,6,OH,MORTGAGE,"45,000","3,750",4.27,267000,4444.00,debt_consolidation,12000,60,13.59,277,20154,28,1680,2/1/2018,2/1/2023
Alexander Green,manager,4,PA,MORTGAGE,"101,576","8,465",4.27,30752,17523.00,major_purchase,25000,60,13.59,576,41988,58,3480,1/1/2018,1/1/2023
Mark Steele,electro-mechanical tech,0,MA,RENT,"45,000","3,750",4.27,7700,6632.00,major_purchase,10000,36,18.06,362,15418,36,1296,1/1/2018,1/1/2021
Jim Gonzalez,avp of edi,9,CA,MORTGAGE,"216,000","18,000",4.27,799236,51362.00,debt_consolidation,25000,60,9.93,530,37413,53,3180,1/1/2018,1/1/2023
Amanda Cook,technician ,3,CA,RENT,"65,000","5,417",4.27,17200,11678.00,debt_consolidation,9600,36,14.07,328,13652,33,1188,2/1/2018,2/1/2021
Kathy Patel,managing director,10,NY,RENT,"1,200,000","100,000",4.26,1453811,144136.00,home_improvement,20000,36,5.31,602,23186,60,2160,3/1/2018,3/1/2021
Ricky Nelson DDS,manager,8,CA,RENT,"38,000","3,167",4.26,11978,7072.00,small_business,30000,60,19.42,785,59130,79,4740,3/1/2018,3/1/2023
Dawn Rodriguez,,,SC,MORTGAGE,"44,000","3,667",4.26,186062,5699.00,debt_consolidation,12000,60,14.08,280,20448,28,1680,2/1/2018,2/1/2023
Erin Phillips,accounting supervisor,10,IN,OWN,"37,000","3,083",4.25,19900,4154.00,debt_consolidation,10000,36,6.72,308,12016,31,1116,2/1/2018,2/1/2021
Wendy Smith,audit manager,4,GA,RENT,"92,200","7,683",4.25,120900,22238.00,credit_card,30000,36,5.32,903,34788,90,3240,1/1/2018,1/1/2021
Crystal Mack,sales mgr,10,MA,MORTGAGE,"125,000","10,417",4.24,504652,11308.00,other,30000,36,9.92,967,38928,97,3492,3/1/2018,3/1/2021
Christina Griffith,owner,10,CA,MORTGAGE,"260,000","21,667",4.23,483700,32649.00,house,35000,36,6.08,"1,066",41384,107,3852,1/1/2018,1/1/2021
John Dudley,terminal analyst,2,NE,OWN,"57,000","4,750",4.23,37076,22018.00,credit_card,10000,36,10.41,325,13123,32,1152,3/1/2018,3/1/2021
Cristian Hubbard,road driver,8,GA,RENT,"107,000","8,917",4.23,264370,34961.00,home_improvement,36000,36,9.93,"1,160",46724,116,4176,2/1/2018,2/1/2021
David Johnson,plumber/pipefitter,10,CA,OWN,"120,000","10,000",4.22,169700,10468.00,debt_consolidation,15000,36,9.93,484,19469,48,1728,2/1/2018,2/1/2021
Christine Walker,general manager,8,CA,RENT,"78,000","6,500",4.22,15611,7986.00,debt_consolidation,11200,60,21.85,308,23436,31,1860,3/1/2018,3/1/2023
Laura Doyle,foreman ,10,TN,MORTGAGE,"65,000","5,417",4.21,129637,5099.00,debt_consolidation,7200,36,7.96,225,8919,23,828,3/1/2018,3/1/2021
Cynthia Mclaughlin,director of coaching,0,GA,MORTGAGE,"125,000","10,417",4.21,444850,15143.00,debt_consolidation,35000,60,17.09,872,64908,87,5220,1/1/2018,1/1/2023
Scott Yu,,,OH,RENT,"42,000","3,500",4.21,19700,1498.00,debt_consolidation,25000,36,24.84,992,43630,99,3564,3/1/2018,3/1/2021
Michael Schmidt,deputy,10,FL,MORTGAGE,"170,000","14,167",4.21,217773,14700.00,house,4200,36,9.43,134,5388,13,468,3/1/2018,3/1/2021
Sarah Lynch,gm,10,PA,MORTGAGE,"110,000","9,167",4.2,371900,14658.00,debt_consolidation,24000,60,9.92,509,35904,51,3060,3/1/2018,3/1/2023
Nicole Sanders,operations engineer,3,LA,OWN,"135,000","11,250",4.2,80153,33506.00,debt_consolidation,40000,36,5.32,"1,205",46384,120,4320,1/1/2018,1/1/2021
Justin Parsons,title clerk,10,GA,MORTGAGE,"42,996","3,583",4.19,127450,5135.00,other,7200,36,6.72,221,8652,22,792,1/1/2018,1/1/2021
Katherine Lowe,field representative,7,NJ,MORTGAGE,"135,000","11,250",4.18,53900,13397.00,debt_consolidation,13000,60,12.62,293,21203,29,1740,2/1/2018,2/1/2023
Frank Cook,receptionist ,0,NV,RENT,"40,000","3,333",4.17,36457,17503.00,credit_card,3000,36,9.93,97,3894,10,360,2/1/2018,2/1/2021
Catherine Ramirez,cook,2,OR,RENT,"30,000","2,500",4.16,5400,1846.00,other,5000,36,13.58,170,7037,17,612,3/1/2018,3/1/2021
Shane Stewart,,,GA,MORTGAGE,"70,000","5,833",4.15,120000,9424.00,debt_consolidation,30000,36,7.97,940,37173,94,3384,2/1/2018,2/1/2021
Shane Roberts,teacher,3,IL,RENT,"57,000","4,750",4.15,115137,119006.00,credit_card,10000,36,15.05,347,14515,35,1260,1/1/2018,1/1/2021
Maurice Stephens,pipe fitter,3,CA,RENT,"35,000","2,917",4.15,6600,3646.00,debt_consolidation,2750,36,13.59,93,3871,9,324,1/1/2018,1/1/2021
Candace Allison,senior loan officer,1,CA,RENT,"550,000","45,833",4.14,65083,42630.00,debt_consolidation,30000,36,21.45,"1,137",49305,114,4104,1/1/2018,1/1/2021
Anthony Murphy,accounting dept ,10,NY,RENT,"75,000","6,250",4.14,15744,8819.00,home_improvement,30000,60,14.07,699,51105,70,4200,3/1/2018,3/1/2023
Deanna Thomas,automotive technician ,2,NC,RENT,"43,000","3,583",4.13,8500,4409.00,other,4000,36,15.05,139,5806,14,504,2/1/2018,2/1/2021
Mark Freeman,bench tech,4,KY,MORTGAGE,"54,996","4,583",4.12,75800,9868.00,debt_consolidation,10000,36,9.93,322,12979,32,1152,1/1/2018,1/1/2021
Taylor Mora,president,0,FL,MORTGAGE,"60,000","5,000",4.12,27300,9039.00,car,22000,36,14.07,753,31286,75,2700,3/1/2018,3/1/2021
William Turner,barista,3,NY,RENT,"45,000","3,750",4.11,15400,5155.00,major_purchase,12000,36,9.92,387,15571,39,1404,3/1/2018,3/1/2021
Robert Ward,nurse practitioner,3,NC,RENT,"65,000","5,417",4.1,20500,12101.00,debt_consolidation,15000,36,7.97,470,18587,47,1692,2/1/2018,2/1/2021
Jennifer Boyer,partner attorney,9,TX,MORTGAGE,"102,000","8,500",4.1,434000,16168.00,home_improvement,24000,36,7.35,745,29292,74,2664,2/1/2018,2/1/2021
Amanda Mendoza,boss,10,OR,RENT,"80,000","6,667",4.1,18800,10380.00,debt_consolidation,12000,36,14.08,411,17069,41,1476,2/1/2018,2/1/2021
Karen Stewart,corporate client manager,1,IL,RENT,"125,000","10,417",4.09,48370,19958.00,debt_consolidation,30000,36,14.08,"1,027",42672,103,3708,1/1/2018,1/1/2021
Steven Lyons,cashier ,2,IL,MORTGAGE,"22,000","1,833",4.09,28300,1550.00,debt_consolidation,12000,36,6.72,369,14419,37,1332,1/1/2018,1/1/2021
Brittany Stone,support manager,9,NC,OWN,"46,680","3,890",4.09,32900,6659.00,credit_card,7000,36,6.72,215,8411,22,792,1/1/2018,1/1/2021
Jade Peters,network engineer 3,10,NV,RENT,"103,000","8,583",4.05,16700,14725.00,debt_consolidation,11000,36,10.91,360,14600,36,1296,1/1/2018,1/1/2021
Kayla Rodriguez,project accountant 2,5,GA,MORTGAGE,"43,896","3,658",4.05,250200,3100.00,credit_card,4000,36,9.93,129,5192,13,468,1/1/2018,1/1/2021
Rachel Henderson,vice president,10,IL,OWN,"100,000","8,333",4.04,153300,13141.00,debt_consolidation,10000,36,12.62,335,13786,34,1224,2/1/2018,2/1/2021
Kathryn Boyle,communications specialist,3,VA,RENT,"143,000","11,917",4.04,39699,17872.00,credit_card,14000,36,9.44,448,17965,45,1620,1/1/2018,1/1/2021
John Chavez,,,PA,RENT,"25,000","2,083",4.03,14200,2812.00,debt_consolidation,25600,60,17.09,637,47475,64,3840,2/1/2018,2/1/2023
Mrs. Catherine Webb,accounting director ,10,IL,OWN,"80,000","6,667",4.02,76300,16546.00,major_purchase,24000,36,7.35,745,29292,74,2664,2/1/2018,2/1/2021
William Williams,waitress,10,TX,RENT,"43,000","3,583",4.02,57068,57301.00,credit_card,4000,36,12.61,134,5513,13,468,2/1/2018,2/1/2021
Christian Parker,quality manager,2,CA,MORTGAGE,"65,000","5,417",4.01,394400,11336.00,home_improvement,18000,60,9.44,378,26496,38,2280,1/1/2018,1/1/2023
Tyler Owen,lead clerk,10,TN,MORTGAGE,"70,000","5,833",4.01,120919,4346.00,debt_consolidation,6000,36,10.91,196,7964,20,720,2/1/2018,2/1/2021
Sandra Henry,mechanical engineer,2,CA,MORTGAGE,"118,500","9,875",3.99,321090,13774.00,car,5000,36,5.31,151,5797,15,540,2/1/2018,2/1/2021
Katherine Watson,st fraud specialist,10,MN,MORTGAGE,"72,000","6,000",3.99,206914,3755.00,other,10000,60,9.43,210,14715,21,1260,3/1/2018,3/1/2023
Ralph Hutchinson,manager,10,MI,MORTGAGE,"65,000","5,417",3.99,93100,6499.00,home_improvement,40000,60,16.01,973,72020,97,5820,3/1/2018,3/1/2023
Caitlyn Mccullough,,,NJ,OWN,"80,000","6,667",3.99,16800,5217.00,other,3200,36,10.91,105,4247,10,360,1/1/2018,1/1/2021
Shane Larson,security guard,2,NY,RENT,"35,000","2,917",3.98,20000,2421.00,debt_consolidation,3200,36,14.08,110,4552,11,396,1/1/2018,1/1/2021
Thomas Fisher,manager,10,WA,RENT,"65,000","5,417",3.97,97362,14490.00,major_purchase,6000,36,6.08,183,7094,18,648,1/1/2018,1/1/2021
Jenny Johnson,lead engineer,10,CA,RENT,"92,290","7,691",3.97,66300,26255.00,credit_card,15000,36,6.08,457,17736,46,1656,2/1/2018,2/1/2021
Susan Shannon,ceo,4,CA,MORTGAGE,"60,000","5,000",3.96,331900,10703.00,other,15000,36,9.44,480,19248,48,1728,1/1/2018,1/1/2021
Alejandro Bowers,director,5,NJ,RENT,"200,000","16,667",3.96,58500,21776.00,other,30000,60,10.42,644,45630,64,3840,1/1/2018,1/1/2023
Kelly Thomas,controller ,10,CA,MORTGAGE,"110,000","9,167",3.96,44000,19982.00,house,16000,36,16.02,563,23690,56,2016,1/1/2018,1/1/2021
Devin Kennedy,school nurse,4,NY,RENT,"73,000","6,083",3.95,18500,4997.00,other,3000,36,7.96,94,3716,9,324,3/1/2018,3/1/2021
Marie Campbell,packing,10,SD,RENT,"38,000","3,167",3.95,2400,1559.00,medical,10000,36,17.47,359,15241,36,1296,3/1/2018,3/1/2021
Vanessa Pitts,foreman ,6,HI,RENT,"95,000","7,917",3.94,18600,5450.00,debt_consolidation,7000,36,6.72,215,8411,22,792,2/1/2018,2/1/2021
Sarah Alexander,,,MI,MORTGAGE,"47,000","3,917",3.93,21500,3618.00,credit_card,6000,36,9.92,193,7786,19,684,3/1/2018,3/1/2021
Mercedes Martin,maanger,10,VT,RENT,"55,000","4,583",3.93,4300,3323.00,other,3500,36,20.39,131,5641,13,468,2/1/2018,2/1/2021
Diamond Miller,,,MI,RENT,"31,000","2,583",3.92,7100,1103.00,debt_consolidation,5500,36,7.97,172,6815,17,612,1/1/2018,1/1/2021
James Mcguire,registered nurse,3,NY,RENT,"90,000","7,500",3.92,85911,17063.00,major_purchase,30000,36,7.35,931,36615,93,3348,1/1/2018,1/1/2021
Sarah Sullivan,,,MI,MORTGAGE,"70,000","5,833",3.91,194300,15487.00,major_purchase,16000,36,5.31,482,18549,48,1728,3/1/2018,3/1/2021
Micheal Bell,rn,10,MN,RENT,"54,000","4,500",3.91,13600,7192.00,credit_card,8000,36,5.32,241,9277,24,864,1/1/2018,1/1/2021
Kelsey Jones,,,NV,RENT,"33,000","2,750",3.89,30100,3906.00,debt_consolidation,5000,36,9.92,161,6488,16,576,3/1/2018,3/1/2021
Brian Baker,,,CO,MORTGAGE,"30,000","2,500",3.88,244155,1618.00,vacation,2500,36,9.44,80,3208,8,288,1/1/2018,1/1/2021
Anthony Oneill,mail carrier,4,WI,MORTGAGE,"35,000","2,917",3.88,133800,2610.00,debt_consolidation,2750,36,10.41,89,3609,9,324,3/1/2018,3/1/2021
Matthew Stein,sales,5,OR,MORTGAGE,"45,000","3,750",3.87,184500,6150.00,major_purchase,10000,36,7.34,310,12202,31,1116,3/1/2018,3/1/2021
Benjamin Macias,sales associate,3,NC,OWN,"24,000","2,000",3.85,20300,989.00,debt_consolidation,6400,36,6.07,195,7565,19,684,2/1/2018,2/1/2021
Gregory Kim,qa analyst,10,CA,MORTGAGE,"57,057","4,755",3.85,387758,57499.00,vacation,11000,60,14.08,256,18744,26,1560,2/1/2018,2/1/2023
Stephanie Copeland,plumber,1,NY,RENT,"30,000","2,500",3.85,8500,2068.00,debt_consolidation,5000,36,10.91,163,6637,16,576,1/1/2018,1/1/2021
Pamela Lambert,,,WV,OWN,"48,000","4,000",3.85,49700,6272.00,other,7000,36,6.07,213,8275,21,756,3/1/2018,3/1/2021
Joseph Powers,chef,0,TX,RENT,"14,400","1,200",3.83,6300,2300.00,major_purchase,5000,36,15.05,173,7258,17,612,2/1/2018,2/1/2021
Taylor Moore,book keeper,5,AL,OWN,"75,000","6,250",3.82,44500,53191.00,debt_consolidation,15000,60,18.45,385,28838,38,2280,2/1/2018,2/1/2023
Kimberly Weaver,business development associate,5,FL,RENT,"70,000","5,833",3.82,43000,12090.00,debt_consolidation,7500,36,17.09,268,11345,27,972,1/1/2018,1/1/2021
William Hutchinson,sr engineer,10,CO,RENT,"126,000","10,500",3.82,49529,7020.00,debt_consolidation,16500,36,5.32,497,19133,50,1800,2/1/2018,2/1/2021
Craig Bryant,,,MA,RENT,"54,127","4,511",3.81,21200,6171.00,debt_consolidation,6025,36,7.35,187,7354,19,684,2/1/2018,2/1/2021
Joel Rose,medical assistant,4,NJ,OWN,"34,320","2,860",3.81,99250,1162.00,other,5000,36,9.44,160,6416,16,576,2/1/2018,2/1/2021
Angel Acosta,nurse anesthetist,10,MI,MORTGAGE,"205,000","17,083",3.81,209905,33074.00,major_purchase,40000,36,5.32,"1,205",46384,120,4320,1/1/2018,1/1/2021
Eric Williams,production tech,10,KS,MORTGAGE,"56,000","4,667",3.81,48850,2978.00,other,3000,36,7.34,93,3661,9,324,3/1/2018,3/1/2021
Amy Bush,,,NJ,MORTGAGE,"36,000","3,000",3.8,154100,4561.00,debt_consolidation,10000,60,14.07,233,17035,23,1380,3/1/2018,3/1/2023
Randy Chen,assembly ,1,CA,MORTGAGE,"43,000","3,583",3.8,399700,2701.00,other,39725,60,18.45,"1,019",76371,102,6120,3/1/2018,3/1/2023
David Hurley,customer service,0,IL,OWN,"36,000","3,000",3.79,15000,3166.00,debt_consolidation,6000,36,16.02,211,8884,21,756,1/1/2018,1/1/2021
Kayla Morgan,ccht,3,MI,RENT,"300,000","25,000",3.78,56696,37087.00,other,10000,36,14.08,342,14224,34,1224,1/1/2018,1/1/2021
Taylor Moran,sales manager ,0,NJ,MORTGAGE,"240,000","20,000",3.77,779847,111239.00,house,21000,60,12.61,474,34241,47,2820,3/1/2018,3/1/2023
Tammy Poole,rda ,10,CA,OWN,"80,000","6,667",3.77,52502,9206.00,other,35000,36,5.32,"1,054",40586,105,3780,1/1/2018,1/1/2021
Judy Lopez,area sales leader,10,CA,RENT,"195,000","16,250",3.77,39900,29080.00,other,15000,36,13.59,510,21116,51,1836,2/1/2018,2/1/2021
Amanda Ramos,vicepresident,10,CA,MORTGAGE,"30,000","2,500",3.76,172525,4321.00,major_purchase,10000,36,11.99,332,13597,33,1188,1/1/2018,1/1/2021
Colton Gonzales,sales account executive,0,TX,RENT,"45,000","3,750",3.76,8500,5627.00,debt_consolidation,6000,36,6.08,183,7094,18,648,1/1/2018,1/1/2021
Tiffany Jenkins,,1,NV,MORTGAGE,"72,000","6,000",3.75,32300,5848.00,credit_card,5000,36,6.08,152,5912,15,540,1/1/2018,1/1/2021
Linda Mcdaniel,nurse,2,CT,RENT,"55,000","4,583",3.75,13692,10214.00,debt_consolidation,5000,36,13.59,170,7039,17,612,2/1/2018,2/1/2021
John Pearson,senior mechanical engineer,2,MA,MORTGAGE,"139,000","11,583",3.73,306284,21846.00,home_improvement,40000,36,5.31,"1,204",46372,120,4320,3/1/2018,3/1/2021
Sally Cruz,financial representative,3,FL,RENT,"300,000","25,000",3.73,89584,39275.00,debt_consolidation,15000,36,7.97,470,18587,47,1692,2/1/2018,2/1/2021
Sherry Peters,director of sales ,5,SC,MORTGAGE,"58,000","4,833",3.72,266417,12488.00,debt_consolidation,5000,36,10.91,163,6637,16,576,1/1/2018,1/1/2021
Joel Baker,bartender,0,UT,RENT,"25,000","2,083",3.7,1900,807.00,debt_consolidation,5000,36,12.62,168,6893,17,612,1/1/2018,1/1/2021
Sherry Cunningham,senior billing specialist,10,NE,MORTGAGE,"37,000","3,083",3.7,5700,2876.00,debt_consolidation,16000,60,17.09,398,29672,40,2400,1/1/2018,1/1/2023
Victoria Brown,director of laser sales,9,CA,MORTGAGE,"320,000","26,667",3.69,56788,14834.00,debt_consolidation,35000,36,7.97,"1,096",43369,110,3960,1/1/2018,1/1/2021
Lisa Adams,lab supervisor(mt),10,GA,OWN,"83,000","6,917",3.68,19935,7044.00,other,30000,60,12.61,677,48915,68,4080,3/1/2018,3/1/2023
Jessica Flores,registered nurse,4,NY,RENT,"90,000","7,500",3.68,83456,83585.00,credit_card,8500,36,10.91,278,11282,28,1008,2/1/2018,2/1/2021
Joyce Castro,senior inspector,10,CO,MORTGAGE,"88,000","7,333",3.67,259915,14387.00,credit_card,17000,60,9.43,356,25016,36,2160,2/1/2018,2/1/2023
Harry Mathis,director of partner business,2,NJ,MORTGAGE,"65,000","5,417",3.67,339000,3857.00,other,5600,36,15.05,194,8128,19,684,1/1/2018,1/1/2021
David Butler,manager,10,NY,OWN,"250,000","20,833",3.67,397115,27239.00,debt_consolidation,10000,36,6.07,305,11821,30,1080,3/1/2018,3/1/2021
Amber Baker,maintenance tech,0,FL,RENT,"35,000","2,917",3.67,27400,2301.00,debt_consolidation,2500,36,7.96,78,3097,8,288,3/1/2018,3/1/2021
Jay Smith,partner physician,10,CA,MORTGAGE,"300,000","25,000",3.66,1340300,48122.00,credit_card,31200,60,9.93,662,46691,66,3960,2/1/2018,2/1/2023
