Names,profession,loan_purpose,total_credit_utilized,loan_amount,interest_rate,term,ten_of monthly,total_satoshis,total_sp_value,payoff_date,sp_price_on_date,btc_price_on_date,btc_sold_on_term,sp_sold_term,total_payment,spent_strategy
Virginia Hernandez,reviewer,home_improvement,22234,16000,9.92,60,34,18772828,0.6086,3/1/2023,3951,23155,4346.85,2404.5786,12016,1116
Michael Johnson,manager,credit_card,116797,20000,14.07,36,68,32170052,1.3,3/1/2021,3901,44970,14466.87,5071.3,24588,2268
Jake Cameron,sales rep,debt_consolidation,26292,1600,9.43,36,5,2365445,0.0615,3/1/2021,3901,44970,1063.74,239.9115,38060,3060
Daniel Mckenzie,lead teller,debt_consolidation,15004,6400,7.35,36,20,9461780,0.246,3/1/2021,3901,44970,4254.96,959.646,62775,4980
James Barker,patient services,debt_consolidation,23651,24000,20.39,36,90,42578010,1.107,3/1/2021,3901,44970,19147.33,4318.407,6196,576
Terri Wolfe,relationship manager,debt_consolidation,116962,30000,13.58,60,69,38097798,1.2351,3/1/2023,3951,23155,8821.55,4879.8801,11032,972
Garrett Taylor,president,debt_consolidation,177340,14975,7.96,36,47,22235183,0.5781,3/1/2021,3901,44970,9999.16,2255.1681,40586,3780
Ryan Guzman,it security project manager,debt_consolidation,82714,32000,5.31,36,96,45416544,1.1808,3/1/2021,3901,44970,20423.82,4606.3008,67160,5520
Linda Anderson,director,credit_card,56488,30000,17.47,60,75,41410650,1.3425,3/1/2023,3951,23155,9588.64,5304.2175,12000,1008
Marcus Martin,property manager,credit_card,12199,10400,10.9,36,34,16085026,0.4182,3/1/2021,3901,44970,7233.44,1631.3982,36020,2940
Russell Finley,registered nurse,debt_consolidation,34380,20000,11.98,60,44,24294248,0.7876,3/1/2023,3951,23155,5625.33,3111.8076,14221,1224
Danny Mccarthy,,debt_consolidation,19261,25000,15.04,60,60,33128520,1.074,3/1/2023,3951,23155,7670.91,4243.374,28088,2280
Alexa Perez,security guard,credit_card,5435,4500,9.43,36,14,6623246,0.1722,3/1/2021,3901,44970,2978.47,671.7522,33638,2640
Suzanne Cruz,sr project manager,debt_consolidation,24466,22500,14.07,36,77,36427853,0.9471,3/1/2021,3901,44970,16381.61,3694.6371,11546,1044
Mathew Thomas,cad manager,home_improvement,49116,12800,10.9,60,28,15459976,0.5012,3/1/2023,3951,23155,3579.76,1980.2412,14189,1332
Jenny Walker,staff specialist,house,44015,15575,11.98,60,35,19324970,0.6265,3/1/2023,3951,23155,4474.7,2475.3015,3884,360
Heather Williams,manager,debt_consolidation,120709,29000,9.43,60,61,33680662,1.0919,3/1/2023,3951,23155,7798.76,4314.0969,10616,936
Jason Whitney,bio sci tech,moving,21629,5000,6.71,36,15,7096335,0.1845,3/1/2021,3901,44970,3191.22,719.7345,22053,1944
Cynthia Hampton MD,attorney,debt_consolidation,51081,3000,15.04,36,10,4730890,0.123,3/1/2021,3901,44970,2127.48,479.823,12202,1116
Karen Forbes,teacher,debt_consolidation,52830,19000,9.43,36,61,28858429,0.7503,3/1/2021,3901,44970,12977.64,2926.9203,13912,1296
Denise Burke,e7,debt_consolidation,51116,24000,11.98,36,80,37847120,0.984,3/1/2021,3901,44970,17019.85,3838.584,6931,612
Maria Riley,meat manager,debt_consolidation,19157,18000,21.85,60,50,27607100,0.895,3/1/2023,3951,23155,6392.42,3536.145,5439,468
Ronald Johnson,director of sales and marketing,debt_consolidation,78258,25000,9.44,60,52,28711384,0.9308,3/1/2023,3951,23155,6648.12,3677.5908,34895,3132
Lacey Rogers,senior account executive,credit_card,43234,20000,10.42,60,43,23742106,0.7697,3/1/2023,3951,23155,5497.48,3041.0847,23418,1860
Emily Stein,electrican,debt_consolidation,49173,15000,13.58,36,51,24127539,0.6273,3/1/2021,3901,44970,10850.15,2447.0973,25658,2304
Matthew Smith,doorman,other,37315,30000,14.07,60,70,38649940,0.2375,3/1/2023,3951,23155,8949.39,938.3625,49564,4500
Sheila Brown,chief financial officer,home_improvement,77372,40000,10.9,60,87,48036354,0.1364,3/1/2023,3951,23155,11122.82,538.9164,9955,900
Edwin Wilson,journeyman electrician,debt_consolidation,36901,30000,10.41,36,97,45889633,1.1931,3/1/2021,3901,44970,20636.57,4654.2831,35328,3000
Caitlin Vasquez,project manager,debt_consolidation,24253,8400,9.92,36,27,12773403,0.3321,3/1/2021,3901,44970,5744.2,1295.5221,30000,2400
Elizabeth Eaton,sales,debt_consolidation,37117,10000,19.42,36,37,17504293,0.4551,3/1/2021,3901,44970,7871.68,1775.3451,19566,1620
Mark Cole,"ecommerce, digital strategy ",debt_consolidation,66106,16000,21.85,60,44,24294248,0.7876,3/1/2023,3951,23155,5625.33,3111.8076,12237,1080
Abigail Morgan,maintenance technician ,credit_card,45314,7000,11.98,36,23,10881047,0.2829,3/1/2021,3901,44970,4893.21,1103.5929,4728,432
Nichole Taylor,bsa investigator,debt_consolidation,53665,6500,10.41,36,21,9934869,0.2583,3/1/2021,3901,44970,4467.71,1007.6283,4223,360
Bobby Lester,,medical,26526,8000,7.96,36,25,11827225,0.3075,3/1/2021,3901,44970,5318.7,1199.5575,21283,1980
Christopher Curtis,commercial lender,credit_card,29352,20000,6.07,36,61,28858429,0.7503,3/1/2021,3901,44970,12977.64,2926.9203,22471,1980
Vanessa Morgan,warehouse manager,home_improvement,25234,9100,26.77,36,37,17504293,0.4551,3/1/2021,3901,44970,7871.68,1775.3451,27350,2400
Natasha Garza,"partner, coordinator of development ",credit_card,29373,5000,7.34,36,16,7569424,0.1968,3/1/2021,3901,44970,3403.97,767.7168,30900,2580
Elizabeth Hill,clerk,major_purchase,20795,13500,7.96,36,42,19869738,0.5166,3/1/2021,3901,44970,8935.42,2015.2566,5774,504
Karen Thompson,sr account executive ,debt_consolidation,47920,7625,12.61,36,26,12300314,0.3198,3/1/2021,3901,44970,5531.45,1247.5398,9291,828
Brandon Wood,driver,debt_consolidation,59436,10000,5.31,36,30,14192670,0.369,3/1/2021,3901,44970,6382.44,1439.469,10364,900
Ryan Moss,cnc programmer,credit_card,27101,4000,6.07,36,12,5677068,0.1476,3/1/2021,3901,44970,2552.98,575.7876,54642,4380
Philip Mayer,executive director,home_improvement,59631,6000,9.43,36,19,8988691,0.2337,3/1/2021,3901,44970,4042.21,911.6637,30669,2520
Rachel Cooper,,credit_card,79359,12000,17.47,60,30,16564260,0.537,3/1/2023,3951,23155,3835.45,2121.687,25658,2304
Eugene Wu,supervisor,credit_card,42383,6000,17.47,36,22,10407958,0.2706,3/1/2021,3901,44970,4680.46,1055.6106,3784,360
Donald Velasquez,"sr security analyst, grc  ",credit_card,55723,36000,9.92,60,76,41962792,1.3604,3/1/2023,3951,23155,9716.48,5374.9404,65573,5280
Cody Garcia,accounting assistant,debt_consolidation,34218,14000,15.04,36,49,23181361,0.6027,3/1/2021,3901,44970,10424.66,2351.1327,36615,3348
Ronald Baker,vice president,credit_card,97134,40000,12.61,60,90,49692780,1.611,3/1/2023,3951,23155,11506.36,6365.061,16305,1380
Carl Taylor,construction inspector,debt_consolidation,27810,2500,10.9,36,8,3784712,0.0984,3/1/2021,3901,44970,1701.98,383.8584,21041,1944
Sarah Rodriguez,assistant state attorney,debt_consolidation,37917,20000,12.61,60,45,24846390,0.8055,3/1/2023,3951,23155,5753.18,3182.5305,44145,3780
Shelly Holmes,forklift drive,credit_card,20416,18000,9.92,60,38,20981396,0.6802,3/1/2023,3951,23155,4858.24,2687.4702,50385,4140
Greg Garcia,service expert ,debt_consolidation,33499,13000,7.34,36,40,18923560,0.492,3/1/2021,3901,44970,8509.92,1919.292,8117,756
Mr. Scott Gordon,vet technician ,debt_consolidation,9849,1000,10.41,36,3,1419267,0.0369,3/1/2021,3901,44970,638.24,143.9469,17394,1620
Mariah Fuller,mail handler,credit_card,18946,16000,9.43,36,51,24127539,0.6273,3/1/2021,3901,44970,10850.15,2447.0973,8304,720
Mikayla Chan,,debt_consolidation,29632,15000,7.34,60,30,16564260,0.537,3/1/2023,3951,23155,3835.45,2121.687,7786,684
Robert Coleman,estimator,home_improvement,43462,20000,10.9,36,65,30750785,0.7995,3/1/2021,3901,44970,13828.63,3118.8495,20867,1944
Karen Huffman,teacher,credit_card,95923,18000,6.71,36,55,26019895,0.6765,3/1/2021,3901,44970,11701.15,2639.0265,24776,2268
Miss Mary Gregory,supervisor,home_improvement,47213,15000,21.85,60,41,22637822,0.7339,3/1/2023,3951,23155,5241.79,2899.6389,21116,1836
Jamie Ellison,cyber security analyst ii,credit_card,136828,16000,18.45,60,41,22637822,0.7339,3/1/2023,3951,23155,5241.79,2899.6389,12832,1152
Mr. Christopher Williams,assistant prosecutor,debt_consolidation,120729,25000,12.61,60,56,30919952,1.0024,3/1/2023,3951,23155,7159.51,3960.4824,2424,216
Stephanie Turner,driver,small_business,11494,10000,13.58,36,34,16085026,0.4182,3/1/2021,3901,44970,7233.44,1631.3982,13915,1296
Alan Boyd,machine operator,credit_card,18319,10000,7.34,36,31,14665759,0.3813,3/1/2021,3901,44970,6595.19,1487.4513,40775,3360
Ronald Rose,regional telephony manager,debt_consolidation,60574,30000,9.92,60,64,35337088,1.1456,3/1/2023,3951,23155,8182.3,4526.2656,6799,612
Jonathan Mills,foreman,debt_consolidation,23786,7000,6.07,36,21,9934869,0.2583,3/1/2021,3901,44970,4467.71,1007.6283,9045,828
Lindsay Myers,physician assistant ,debt_consolidation,113729,40000,9.43,60,84,46379928,1.5036,3/1/2023,3951,23155,10739.27,5940.7236,9277,864
William Wilson,restaurant manager,credit_card,16417,20000,10.41,60,43,23742106,0.1353,3/1/2023,3951,23155,5497.48,534.5703,49552,4500
Daniel Austin,credit support specialist,credit_card,27378,21600,16.02,60,53,29263526,0.9487,3/1/2023,3951,23155,6775.97,3748.3137,34175,3000
Robert Lloyd,equipment operator ,credit_card,23934,10000,13.58,36,34,16085026,0.4182,3/1/2021,3901,44970,7233.44,1631.3982,52492,4680
Janet Chang,technician,debt_consolidation,31975,16000,7.96,36,50,23654450,0.615,3/1/2021,3901,44970,10637.41,2399.115,18303,1692
Kathleen Patterson,,major_purchase,3954,12500,25.81,60,37,20429254,0.6623,3/1/2023,3951,23155,4730.39,2616.7473,29560,2736
Jill Shelton,district level administor,other,75964,10000,11.98,60,22,12147124,0.3938,3/1/2023,3951,23155,2812.67,1555.9038,20148,1680
James Steele,truck driver,credit_card,43473,13000,7.97,36,41,19396649,0.5043,3/1/2021,3901,44970,8722.67,1967.2743,17720,1584
Kristen Wilson,correction officer,home_improvement,45040,35000,20.39,60,93,51349206,1.6647,3/1/2023,3951,23155,11889.91,6577.2297,6008,540
Allison Evans,naval officer (future operations),other,90819,3000,10.9,36,10,4730890,0.123,3/1/2021,3901,44970,2127.48,479.823,34174,3132
Lisa Nguyen,sales,other,21978,8000,11.98,36,27,12773403,0.3968,3/1/2021,3901,44970,5744.2,1547.9168,19225,1560
John Campos,sales consultant ,debt_consolidation,28080,6000,15.04,36,21,9934869,0.2583,3/1/2021,3901,44970,4467.71,1007.6283,19248,1728
Cody Harris,care coordinator ,other,122541,10000,13.58,36,34,16085026,0.4182,3/1/2021,3901,44970,7233.44,1631.3982,8980,792
Michael Castro,sr culinary manager,debt_consolidation,46483,15000,20.39,60,40,22085680,0.716,3/1/2023,3951,23155,5113.94,2828.916,5513,504
James Roy,network engineer ,debt_consolidation,73186,28000,7.96,60,57,31472094,1.0203,3/1/2023,3951,23155,7287.36,4031.2053,20766,1872
Matthew Camacho,human services specialist iii,debt_consolidation,30942,7550,17.47,36,27,12773403,0.3321,3/1/2021,3901,44970,5744.2,1295.5221,11029,972
Sarah Lewis,administrstor,debt_consolidation,94977,10000,20.39,36,37,17504293,0.4551,3/1/2021,3901,44970,7871.68,1775.3451,39988,3360
James Thomas,operation ,major_purchase,46755,7500,6.07,36,23,10881047,0.2829,3/1/2021,3901,44970,4893.21,1103.5929,8782,756
Brian Burnett,compliance consultant,debt_consolidation,19348,16000,15.04,36,55,26019895,0.6765,3/1/2021,3901,44970,11701.15,2639.0265,21623,1980
Glenn Harrell,ceo,debt_consolidation,200445,20175,15.04,36,70,33116230,0.861,3/1/2021,3901,44970,14892.37,3358.761,11946,1044
Andrew Rich,supervisor,debt_consolidation,28263,20000,14.07,36,68,32170052,0.8364,3/1/2021,3901,44970,14466.87,3262.7964,6769,576
Heather Daugherty,pharmacy technician,small_business,75529,35500,30.79,60,117,64600614,2.0943,3/1/2023,3951,23155,14958.27,8274.5793,47985,4020
Vicki Harris,loan officer,debt_consolidation,101479,40000,6.71,36,123,58189947,1.5129,3/1/2021,3901,44970,26168.02,5901.8229,10498,936
Latasha Dawson,owner,credit_card,31166,12800,6.71,36,39,18450471,0.4797,3/1/2021,3901,44970,8297.18,1871.3097,53820,4200
Ashley Alexander,maintenance,other,22456,4200,6.07,36,13,6150157,0.1599,3/1/2021,3901,44970,2765.73,623.7699,12976,1152
Anthony Martin,owner,debt_consolidation,19507,6000,7.34,36,19,8988691,0.2337,3/1/2021,3901,44970,4042.21,911.6637,21750,1908
Lisa Kirby,,debt_consolidation,7692,7600,9.43,36,24,11354136,0.2952,3/1/2021,3901,44970,5105.95,1151.5752,30395,2700
Jay Phillips,electrical maintenance,credit_card,41246,20000,5.31,36,60,28385340,0.738,3/1/2021,3901,44970,12764.89,2878.938,13985,1200
Mark Delacruz,physician assistant,credit_card,300725,16000,13.58,60,37,20429254,0.6623,3/1/2023,3951,23155,4730.39,2616.7473,17065,1476
Kathleen Turner,director,other,42593,3500,12.61,36,12,5677068,0.1476,3/1/2021,3901,44970,2552.98,575.7876,8277,756
Katherine Strickland,,debt_consolidation,43813,40000,7.34,60,80,44171360,1.432,3/1/2023,3951,23155,10227.88,5657.832,6527,576
Melissa Camacho,call center manager,credit_card,81781,11200,10.9,36,37,17504293,0.4551,3/1/2021,3901,44970,7871.68,1775.3451,12090,1044
Paul Mack,sales manager,home_improvement,48926,6000,5.31,36,18,8515602,0.2214,3/1/2021,3901,44970,3829.47,863.6814,11596,1080
Sarah Norris,pr representative,credit_card,12864,10000,7.96,36,31,14665759,0.3813,3/1/2021,3901,44970,6595.19,1487.4513,16682,1512
Susan Collins DDS,truck driver,debt_consolidation,14978,4000,7.34,36,12,5677068,0.1476,3/1/2021,3901,44970,2552.98,575.7876,9930,936
Stephanie Taylor,director of operations,debt_consolidation,59173,12000,7.96,36,38,17977382,0.4674,3/1/2021,3901,44970,8084.43,1823.3274,32610,2700
Jacqueline Hardin,branch manager ,home_improvement,36099,7200,7.34,36,22,10407958,0.2706,3/1/2021,3901,44970,4680.46,1055.6106,2128,180
Connie Webb,product manager,debt_consolidation,84621,40000,5.31,36,120,56770680,1.476,3/1/2021,3901,44970,25529.77,5757.876,11593,1080
Kimberly Austin, freight worker ,debt_consolidation,4905,6500,6.72,36,20,9461780,0.246,3/1/2021,3901,44970,4254.96,959.646,9145,792
Lucas Munoz,licensed optician ,debt_consolidation,117095,12000,13.58,60,28,15459976,0.5012,3/1/2023,3951,23155,3579.76,1980.2412,12617,1152
Nichole Brown,sr software engineer,debt_consolidation,54302,35000,12.61,36,117,55351413,1.4391,3/1/2021,3901,44970,24891.53,5613.9291,53218,4500
Rick Pena,forge fabrucator,credit_card,19702,6000,6.71,36,18,8515602,0.2214,3/1/2021,3901,44970,3829.47,863.6814,33628,3132
Ryan Garcia,estimator,other,19706,3000,9.92,36,10,4730890,0.123,3/1/2021,3901,44970,2127.48,479.823,13270,1188
Sara Ruiz,technical recruiter,credit_card,43076,6000,9.92,36,19,8988691,0.2337,3/1/2021,3901,44970,4042.21,911.6637,3080,288
Luis Hardin,senior engineer,credit_card,54874,17500,12.61,36,59,27912251,0.7257,3/1/2021,3901,44970,12552.14,2830.9557,27340,2400
Kevin Miller,maintenance porter,home_improvement,14282,7000,6.07,36,21,9934869,0.175,3/1/2021,3901,44970,4467.71,682.675,7874,684
Lisa Williams,transmission supervisor,debt_consolidation,105477,40000,6.07,36,122,57716858,0.434,3/1/2021,3901,44970,25955.27,1693.034,3850,360
Elizabeth Solomon,teaching assistant,credit_card,15312,6000,7.96,36,19,8988691,0.2337,3/1/2021,3901,44970,4042.21,911.6637,6490,576
James Decker,registered nurse,debt_consolidation,33229,20000,7.96,36,63,29804607,0.7749,3/1/2021,3901,44970,13403.13,3022.8849,39019,3636
Ms. Heather Holland,director of sales,major_purchase,65177,40000,9.43,36,128,60555392,1.5744,3/1/2021,3901,44970,27231.76,6141.7344,14515,1260
Ryan Stout,black jack dealer ,credit_card,21411,7000,13.58,36,24,11354136,0.2952,3/1/2021,3901,44970,5105.95,1151.5752,18252,1560
Kimberly Love,manager,debt_consolidation,24189,30000,9.93,36,97,45889633,1.1931,3/1/2021,3901,44970,20636.57,4654.2831,59860,5100
Austin Martin,engineer ,debt_consolidation,39352,11000,15.04,60,26,14355692,0.4654,3/1/2023,3951,23155,3324.06,1838.7954,33160,2640
Justin Graham,senior product manager,debt_consolidation,53484,12000,7.96,36,38,17977382,0.4674,3/1/2021,3901,44970,8084.43,1823.3274,36020,2940
Kimberly Bauer,rn,debt_consolidation,52996,6000,9.43,36,19,8988691,0.2337,3/1/2021,3901,44970,4042.21,911.6637,47284,4392
Grace Allen,,debt_consolidation,31357,25000,9.92,60,53,29263526,0.9487,3/1/2023,3951,23155,6775.97,3748.3137,7094,648
Diana Benjamin,analyst,credit_card,142325,21100,13.58,36,72,34062408,0.8856,3/1/2021,3901,44970,15317.86,3454.7256,41374,3852
Timothy Anderson,bartender ,credit_card,15446,10000,6.71,36,31,14665759,0.3813,3/1/2021,3901,44970,6595.19,1487.4513,5600,468
Victoria Ramirez,field supervisor,credit_card,112977,25000,10.41,36,81,38320209,0.9963,3/1/2021,3901,44970,17232.6,3886.5663,6101,576
Evan Schaefer,enterprise storage engineer ,debt_consolidation,65221,8000,11.98,36,27,12773403,0.3321,3/1/2021,3901,44970,5744.2,1295.5221,2252,180
Julia Cole,driver,debt_consolidation,13307,10000,19.42,60,26,14355692,0.4654,3/1/2023,3951,23155,3324.06,1838.7954,13598,1260
Anne Banks,,credit_card,22860,20000,9.43,36,64,30277696,0.7872,3/1/2021,3901,44970,13615.88,3070.8672,4355,360
Christian Smith,physician,debt_consolidation,113199,20000,6.07,36,61,28858429,0.7503,3/1/2021,3901,44970,12977.64,2926.9203,29738,2700
Michelle Fowler,account manager,small_business,51934,8500,14.07,36,29,13719581,0.3567,3/1/2021,3901,44970,6169.7,1391.4867,42723,3816
Brett Hardy,shipping and receiving,credit_card,27431,7000,9.43,36,22,10407958,0.2706,3/1/2021,3901,44970,4680.46,1055.6106,41384,3852
Phyllis Lam,work yd,house,33116,40000,13.58,60,92,50797064,1.6468,3/1/2023,3951,23155,11762.06,6506.5068,21885,1740
Melissa Evans,section 8 coordinator,credit_card,15129,20000,6.71,36,61,28858429,0.7503,3/1/2021,3901,44970,12977.64,2926.9203,48000,3840
Jennifer Hoffman,registered nurse,credit_card,46618,20000,17.47,60,50,27607100,0.895,3/1/2023,3951,23155,6392.42,3536.145,59640,4920
Kristen Berry,claims adjuster,credit_card,33365,6400,12.61,36,21,9934869,0.2583,3/1/2021,3901,44970,4467.71,1007.6283,11824,1080
Vickie Lee,business development manager,credit_card,31800,10000,10.41,36,32,15138848,0.3936,3/1/2021,3901,44970,6807.94,1535.4336,31990,2640
Justin Brown,teacher,credit_card,75851,40000,5.31,36,120,56770680,1.476,3/1/2021,3901,44970,25529.77,5757.876,7964,720
Jasmine Kerr,gaming dealer,other,18904,4000,19.42,36,15,7096335,0.1845,3/1/2021,3901,44970,3191.22,719.7345,37080,3120
Karen Blanchard,lead server,debt_consolidation,33294,16800,13.58,60,39,21533538,0.6981,3/1/2023,3951,23155,4986.09,2758.1931,7352,684
Kristen Montgomery,bus driver ,credit_card,16270,12000,17.47,36,43,20342827,0.5289,3/1/2021,3901,44970,9148.17,2063.2389,5565,504
Matthew Mann,accounting,credit_card,51233,14500,7.96,36,45,21289005,0.5535,3/1/2021,3901,44970,9573.67,2159.2035,36606,3348
Johnny Mendez,,debt_consolidation,4341,5000,16.01,36,18,8515602,0.2214,3/1/2021,3901,44970,3829.47,863.6814,6527,576
William Bennett,accounting ar,debt_consolidation,14336,16000,16.01,60,39,21533538,0.6981,3/1/2023,3951,23155,4986.09,2758.1931,47318,3840
Christina Turner,manager,debt_consolidation,42883,25000,10.9,60,54,29815668,0.9666,3/1/2023,3951,23155,6903.82,3819.0366,11555,1008
Douglas Walters,assistant registrar-graduation,debt_consolidation,24690,8500,7.96,36,27,12773403,0.3321,3/1/2021,3901,44970,5744.2,1295.5221,67288,5400
Dr. Stephanie Wood,used car director,credit_card,67857,18000,12.61,36,60,28385340,0.738,3/1/2021,3901,44970,12764.89,2878.938,22815,1920
Jose Hernandez,clinical specialist,debt_consolidation,116927,20000,5.31,36,60,28385340,0.738,3/1/2021,3901,44970,12764.89,2878.938,8277,756
Allison Smith,special events and marketing assistant,credit_card,37127,9000,13.58,36,31,14665759,0.3813,3/1/2021,3901,44970,6595.19,1487.4513,3399,288
Russell Harrell,regional manager,debt_consolidation,43808,12000,10.9,36,39,18450471,0.4797,3/1/2021,3901,44970,8297.18,1871.3097,22309,1980
Jeffrey Alexander,engineer,credit_card,135944,40000,5.31,36,120,56770680,1.476,3/1/2021,3901,44970,25529.77,5757.876,19226,1764
Pam Hogan,quality control,debt_consolidation,33890,20000,5.31,36,60,28385340,0.738,3/1/2021,3901,44970,12764.89,2878.938,3150,288
